pref,region_code,region_name,indicator,domain,n_total,n_risk,risk_rate,n_male,n_risk_male,risk_rate_male,n_female,n_risk_female,risk_rate_female,z_score,deviation_value
大分県,4406,豊肥,eGFR,CKD,817,130,0.1591187270501836,488,78,0.1598360655737705,329,52,0.1580547112462006,1.6004662761713948,66.00466276171394
大分県,4408,西部,eGFR,CKD,1055,134,0.1270142180094786,655,95,0.1450381679389313,400,39,0.0975,0.5065402602930513,55.06540260293051
大分県,4409,北部,eGFR,CKD,3621,321,0.0886495443247721,2533,235,0.0927753651796289,1088,86,0.0790441176470588,-0.800694015776168,41.99305984223832
大阪府,2701,豊能,eGFR,CKD,29711,3840,0.12924506075191,16587,2317,0.1396877072406101,13124,1523,0.1160469369094788,0.5825537856886577,55.82553785688658
大阪府,2702,三島,eGFR,CKD,17638,2123,0.1203651207619911,10350,1332,0.128695652173913,7288,791,0.1085345773874862,0.2799795472197101,52.799795472197104
大阪府,2703,北河内,eGFR,CKD,20357,2292,0.1125902637913248,11676,1469,0.1258136348064405,8681,823,0.0948047459970049,0.01505980341794686,50.15059803417947
大阪府,2704,中河内,eGFR,CKD,14430,1600,0.1108801108801108,8518,1033,0.1212725992016905,5912,567,0.0959066305818674,-0.04321178573282121,49.567882142671785
大阪府,2705,南河内,eGFR,CKD,8758,1090,0.1244576387303037,4824,674,0.1397180762852404,3934,416,0.1057447890188103,0.4194276188382638,54.19427618838264
大阪府,2706,堺市,eGFR,CKD,15787,1700,0.107683537087477,8592,1051,0.1223230912476722,7195,649,0.0902015288394718,-0.1521315399331873,48.478684600668124
大阪府,2707,泉州,eGFR,CKD,13914,1544,0.1109673709932442,7443,918,0.1233373639661426,6471,626,0.0967392984082831,-0.04023849286034346,49.59761507139657
大阪府,2708,大阪市,eGFR,CKD,68499,7254,0.1058993561949809,40319,4763,0.1181328902006498,28180,2491,0.0883960255500354,-0.2129255515425812,47.87074448457419
奈良県,2901,奈良,eGFR,CKD,7228,944,0.1306032097399004,3951,603,0.1526195899772209,3277,341,0.1040585901739395,0.6288312263284696,56.288312263284695
奈良県,2902,東和,eGFR,CKD,2740,290,0.1058394160583941,1481,191,0.1289669142471303,1259,99,0.0786338363780778,-0.21496794610854303,47.85032053891457
奈良県,2903,西和,eGFR,CKD,6962,820,0.1177822464808962,3952,554,0.1401821862348178,3010,266,0.0883720930232558,0.19197093234725124,51.91970932347251
奈良県,2904,中和,eGFR,CKD,5906,688,0.1164917033525228,3400,464,0.1364705882352941,2506,224,0.0893854748603352,0.14799708739759845,51.47997087397599
奈良県,2905,南和,eGFR,CKD,585,60,0.1025641025641025,317,42,0.1324921135646687,268,18,0.0671641791044776,-0.3265706694836363,46.73429330516364
宮城県,401,仙南,eGFR,CKD,2428,231,0.0951400329489291,1182,138,0.116751269035533,1246,93,0.0746388443017656,-0.5795377179886635,44.204622820113364
宮城県,403,仙台,eGFR,CKD,35787,3963,0.1107385363400117,21778,2678,0.1229681329782349,14009,1285,0.0917267470911556,-0.04803578327173551,49.51964216728265
宮城県,406,大崎・栗原,eGFR,CKD,4431,425,0.0959151433085082,2461,269,0.1093051605038602,1970,156,0.0791878172588832,-0.5531266806342118,44.46873319365788
宮城県,409,石巻・登米・気仙沼,eGFR,CKD,5749,601,0.1045399199860845,2899,334,0.1152121421179717,2850,267,0.0936842105263157,-0.2592468528262512,47.407531471737485
宮崎県,4501,宮崎東諸県,eGFR,CKD,6246,842,0.1348062760166506,3706,564,0.1521856449001619,2540,278,0.1094488188976378,0.7720461105918738,57.72046110591874
宮崎県,4502,都城北諸県,eGFR,CKD,2040,126,0.0617647058823529,1493,93,0.0622906898861353,547,33,0.0603290676416819,-1.7167654675326758,32.83234532467324
宮崎県,4503,延岡西臼杵,eGFR,CKD,6889,578,0.0839018725504427,4576,388,0.0847902097902097,2313,190,0.082144401210549,-0.9624657364464735,40.37534263553526
宮崎県,4504,日南串間,eGFR,CKD,177,13,0.0734463276836158,95,13,0.1368421052631579,82,0,0.0,-1.3187269870235685,36.81273012976432
宮崎県,4505,西諸,eGFR,CKD,245,19,0.0775510204081632,147,19,0.1292517006802721,98,0,0.0,-1.1788640739082847,38.21135926091715
宮崎県,4506,西都児湯,eGFR,CKD,654,41,0.0626911314984709,353,24,0.0679886685552408,301,17,0.0564784053156146,-1.6851985283851973,33.148014716148026
宮崎県,4507,日向入郷,eGFR,CKD,527,44,0.0834914611005692,298,29,0.0973154362416107,229,15,0.0655021834061135,-0.9764500575168172,40.23549942483183
富山県,1601,新川,eGFR,CKD,1029,95,0.0923226433430515,545,53,0.0972477064220183,484,42,0.0867768595041322,-0.6755371859396321,43.24462814060368
富山県,1602,富山,eGFR,CKD,6442,841,0.1305495187829866,3764,540,0.1434643995749203,2678,301,0.1123973114264376,0.6270017657218323,56.270017657218325
富山県,1603,高岡,eGFR,CKD,5481,681,0.124247400109469,3151,410,0.1301174230403046,2330,271,0.1163090128755364,0.4122639678825096,54.122639678825095
富山県,1604,砺波,eGFR,CKD,3094,404,0.1305753070458953,1498,216,0.144192256341789,1596,188,0.1177944862155388,0.6278804725621818,56.27880472562182
山口県,3501,岩国,eGFR,CKD,1790,219,0.1223463687150838,1029,147,0.1428571428571428,761,72,0.0946123521681997,0.34748840328244773,53.47488403282448
山口県,3502,柳井,eGFR,CKD,983,107,0.108850457782299,543,71,0.1307550644567219,440,36,0.0818181818181818,-0.11236999413555078,48.87630005864449
山口県,3503,周南,eGFR,CKD,7494,1004,0.1339738457432612,4798,721,0.1502709462275948,2696,283,0.1049703264094955,0.7436819598954463,57.436819598954465
山口県,3504,山口・防府,eGFR,CKD,4706,531,0.1128346791330216,2863,369,0.1288857841425078,1843,162,0.0879001627780792,0.023387988739919353,50.23387988739919
山口県,3505,宇部・小野田,eGFR,CKD,4354,541,0.1242535599448782,3041,405,0.1331798750411049,1313,136,0.1035795887281035,0.41247385753380794,54.12473857533808
山口県,3506,下関,eGFR,CKD,3813,443,0.1161814843954891,2294,295,0.1285963382737576,1519,148,0.097432521395655,0.13742671588724312,51.37426715887243
山口県,3507,長門,eGFR,CKD,264,21,0.0795454545454545,196,21,0.1071428571428571,68,0,0.0,-1.1109059130476842,38.890940869523156
山口県,3508,萩,eGFR,CKD,436,38,0.0871559633027523,275,38,0.1381818181818181,161,0,0.0,-0.8515861547818776,41.48413845218123
山形県,601,村山,eGFR,CKD,9998,1167,0.1167233446689337,5396,669,0.1239807264640474,4602,498,0.1082138200782268,0.1558900117856622,51.55890011785662
山形県,602,最上,eGFR,CKD,1126,104,0.0923623445825932,539,54,0.1001855287569573,587,50,0.0851788756388415,-0.6741844096444951,43.25815590355505
山形県,603,置賜,eGFR,CKD,3439,259,0.0753125908694387,1707,138,0.0808435852372583,1732,121,0.0698614318706697,-1.255136111085886,37.44863888914114
山形県,604,庄内,eGFR,CKD,4408,436,0.0989110707803992,2125,216,0.1016470588235294,2283,220,0.0963644327639071,-0.4510437302601411,45.48956269739859
山梨県,1901,中北,eGFR,CKD,6179,852,0.1378863893833953,3643,556,0.1526214658248696,2536,296,0.1167192429022082,0.8769976032144404,58.769976032144406
山梨県,1902,峡東,eGFR,CKD,1250,185,0.148,752,124,0.1648936170212765,498,61,0.1224899598393574,1.2216078183695738,62.216078183695736
山梨県,1903,峡南,eGFR,CKD,537,76,0.1415270018621973,285,39,0.1368421052631579,252,37,0.1468253968253968,1.0010474897659958,60.01047489765996
山梨県,1904,富士・東部,eGFR,CKD,1555,214,0.137620578778135,757,121,0.1598414795244385,798,93,0.1165413533834586,0.8679403976978584,58.679403976978584
岐阜県,2101,岐阜,eGFR,CKD,10901,1301,0.1193468489129437,5920,831,0.1403716216216216,4981,470,0.094358562537643,0.2452830481859707,52.452830481859706
岐阜県,2102,西濃,eGFR,CKD,5113,613,0.1198904752591433,3037,365,0.1201843924925913,2076,248,0.1194605009633911,0.2638065210810283,52.63806521081028
岐阜県,2103,中濃,eGFR,CKD,3937,559,0.1419862839725679,2176,375,0.1723345588235294,1761,184,0.1044860874503123,1.0166970251170862,60.16697025117086
岐阜県,2104,東濃,eGFR,CKD,4483,463,0.1032790542047736,2653,302,0.1138333961552958,1830,161,0.0879781420765027,-0.3022094746485622,46.97790525351438
岐阜県,2105,飛騨,eGFR,CKD,1650,266,0.1612121212121212,744,133,0.178763440860215,906,133,0.1467991169977925,1.6717963915868925,66.71796391586892
岡山県,3301,県南東部,eGFR,CKD,14595,1934,0.1325111339499828,8249,1201,0.1455934052612437,6346,733,0.1155058304443744,0.6938416560810949,56.93841656081095
岡山県,3302,県南西部,eGFR,CKD,8282,934,0.1127746921033566,4622,603,0.1304630030289917,3660,331,0.0904371584699453,0.021343996343629688,50.213439963436294
岡山県,3303,高梁・新見,eGFR,CKD,715,92,0.1286713286713286,395,62,0.1569620253164557,320,30,0.09375,0.5630044928371071,55.63004492837107
岡山県,3304,真庭,eGFR,CKD,735,68,0.092517006802721,417,44,0.105515587529976,318,24,0.0754716981132075,-0.6689144637295211,43.310855362704785
岡山県,3305,津山・英田,eGFR,CKD,2475,246,0.0993939393939394,1407,153,0.1087420042643923,1068,93,0.0870786516853932,-0.43459051062258164,45.654094893774186
岩手県,301,盛岡,eGFR,CKD,9455,1231,0.1301956636700158,6148,869,0.1413467794404684,3307,362,0.1094647716964015,0.6149445399458665,56.14944539945866
岩手県,302,岩手中部,eGFR,CKD,3949,410,0.1038237528488224,2595,279,0.107514450867052,1354,131,0.0967503692762186,-0.28364946437763217,47.16350535622368
岩手県,303,胆江,eGFR,CKD,1571,157,0.0999363462762571,937,92,0.0981856990394877,634,65,0.1025236593059936,-0.4161085896249271,45.83891410375073
岩手県,304,両磐,eGFR,CKD,2423,238,0.0982253404869995,1499,150,0.1000667111407605,924,88,0.0952380952380952,-0.4744092396617867,45.255907603382134
岩手県,305,気仙,eGFR,CKD,688,80,0.1162790697674418,453,57,0.1258278145695364,235,23,0.0978723404255319,0.14075183065579094,51.40751830655791
岩手県,306,釜石,eGFR,CKD,619,85,0.1373182552504038,438,67,0.1529680365296803,181,18,0.0994475138121546,0.8576390543015789,58.57639054301579
岩手県,307,宮古,eGFR,CKD,1044,142,0.1360153256704981,666,89,0.1336336336336336,378,53,0.1402116402116402,0.8132431545695765,58.132431545695766
岩手県,308,久慈,eGFR,CKD,994,123,0.1237424547283702,698,94,0.1346704871060172,296,29,0.0979729729729729,0.39505850654742947,53.95058506547429
岩手県,309,二戸,eGFR,CKD,673,85,0.1263001485884101,431,61,0.1415313225058004,242,24,0.0991735537190082,0.4822091261255854,54.822091261255856
島根県,3201,松江,eGFR,CKD,3455,362,0.1047756874095513,1666,205,0.1230492196878751,1789,157,0.0877585243152599,-0.2512133358551636,47.48786664144836
島根県,3202,雲南,eGFR,CKD,1013,134,0.1322803553800592,434,68,0.1566820276497695,579,66,0.1139896373056994,0.685978128835544,56.85978128835544
島根県,3203,出雲,eGFR,CKD,1413,159,0.1125265392781316,737,80,0.1085481682496607,676,79,0.1168639053254437,0.012888460360096736,50.128884603600966
島根県,3204,大田,eGFR,CKD,659,58,0.0880121396054628,368,35,0.0951086956521739,291,23,0.0790378006872852,-0.8224128841199265,41.77587115880073
島根県,3205,浜田,eGFR,CKD,1023,73,0.0713587487781036,655,45,0.0687022900763358,368,28,0.0760869565217391,-1.389858953939593,36.10141046060407
島根県,3206,益田,eGFR,CKD,255,0,0.0,138,0,0.0,117,0,0.0,-3.821330235743698,11.78669764256302
島根県,3207,隠岐,eGFR,CKD,68,0,0.0,20,0,0.0,48,0,0.0,-3.821330235743698,11.78669764256302
広島県,3401,広島,eGFR,CKD,20266,2189,0.1080134214941281,11620,1458,0.125473321858864,8646,731,0.0845477677538746,-0.14089108974562356,48.59108910254376
広島県,3402,広島西,eGFR,CKD,1913,209,0.1092524830109775,985,128,0.1299492385786802,928,81,0.0872844827586206,-0.09867142437598077,49.013285756240194
広島県,3403,呉,eGFR,CKD,3078,325,0.1055880441845354,1778,223,0.1254218222722159,1300,102,0.0784615384615384,-0.2235331676518928,47.764668323481075
広島県,3404,広島中央,eGFR,CKD,2374,288,0.1213142375737152,1336,179,0.1339820359281437,1038,109,0.105009633911368,0.312319664028103,53.12319664028103
広島県,3405,尾三,eGFR,CKD,2774,288,0.1038211968276856,1660,178,0.1072289156626506,1114,110,0.0987432675044883,-0.2837365580009963,47.162634419990034
広島県,3406,福山・府中,eGFR,CKD,4867,570,0.1171152660776659,2581,323,0.1251452925222781,2286,247,0.1080489938757655,0.16924430493645437,51.69244304936454
広島県,3407,備北,eGFR,CKD,853,95,0.1113716295427901,443,56,0.1264108352144469,410,39,0.0951219512195122,-0.02646382513598094,49.73536174864019
徳島県,3601,東部,eGFR,CKD,6110,869,0.1422258592471358,3862,574,0.1486276540652511,2248,295,0.1312277580071174,1.0248602904477824,60.24860290447782
徳島県,3603,南部,eGFR,CKD,1312,128,0.0975609756097561,803,77,0.0958904109589041,509,51,0.1001964636542239,-0.49704674588656406,45.02953254113436
徳島県,3605,西部,eGFR,CKD,378,47,0.1243386243386243,273,36,0.1318681318681318,105,11,0.1047619047619047,0.41537233367078286,54.15372333670783
愛媛県,3801,宇摩,eGFR,CKD,4404,572,0.1298819255222525,2784,412,0.1479885057471264,1620,160,0.0987654320987654,0.6042542558622003,56.042542558622
愛媛県,3802,新居浜・西条,eGFR,CKD,3317,414,0.1248115767259571,1976,281,0.1422064777327935,1341,133,0.099179716629381,0.4314876687509467,54.31487668750947
愛媛県,3803,今治,eGFR,CKD,2430,338,0.1390946502057613,1524,242,0.1587926509186351,906,96,0.1059602649006622,0.9181677686225734,59.18167768622573
愛媛県,3804,松山,eGFR,CKD,13816,1706,0.1234800231615518,8091,1105,0.1365714991966382,5725,601,0.1049781659388646,0.3861164380683139,53.86116438068314
愛媛県,3805,八幡浜・大洲,eGFR,CKD,2824,361,0.1278328611898017,1493,235,0.1574012056262558,1331,126,0.0946656649135988,0.5344346308794815,55.34434630879481
愛媛県,3806,宇和島,eGFR,CKD,2341,358,0.1529260999572832,996,206,0.2068273092369477,1345,152,0.1130111524163568,1.3894592841327447,63.894592841327444
愛知県,2302,海部,eGFR,CKD,7697,946,0.1229050279329608,4544,624,0.1373239436619718,3153,322,0.1021249603552172,0.3665241048305095,53.66524104830509
愛知県,2304,尾張東部,eGFR,CKD,16130,1632,0.1011779293242405,9716,1089,0.1120831617949773,6414,543,0.0846585594013096,-0.37380300584102555,46.26196994158975
愛知県,2305,尾張西部,eGFR,CKD,11935,1632,0.1367406786761625,6237,991,0.1588904922238255,5698,641,0.1124956124956124,0.8379587645353227,58.379587645353226
愛知県,2306,尾張北部,eGFR,CKD,17523,2039,0.1163613536494892,9123,1263,0.1384413022032226,8400,776,0.0923809523809523,0.14355556389914892,51.43555563899149
愛知県,2307,知多半島,eGFR,CKD,18943,2120,0.1119146914427493,12181,1489,0.1222395534028404,6762,631,0.0933155871044069,-0.007959585128931523,49.92040414871069
愛知県,2308,西三河北部,eGFR,CKD,39197,3579,0.0913080082659387,25071,2535,0.1011128395357185,14126,1044,0.0739062721223276,-0.7101097659491612,42.898902340508386
愛知県,2309,西三河南部西,eGFR,CKD,22024,1879,0.0853160188884852,12920,1254,0.0970588235294117,9104,625,0.0686511423550087,-0.9142802473775582,40.85719752622442
愛知県,2310,西三河南部東,eGFR,CKD,16986,1458,0.0858353938537619,9899,983,0.0993029598949388,7087,475,0.067024128686327,-0.8965831137508847,41.03416886249116
愛知県,2311,東三河北部,eGFR,CKD,1860,197,0.1059139784946236,1252,152,0.121405750798722,608,45,0.0740131578947368,-0.21242731268240028,47.875726873176
愛知県,2312,東三河南部,eGFR,CKD,25801,2557,0.0991046858648889,16416,1740,0.1059941520467836,9385,817,0.0870538092701118,-0.44444650811538794,45.55553491884612
愛知県,2313,名古屋・尾張中部,eGFR,CKD,70864,8110,0.1144445698803341,43225,5416,0.1252978600347021,27639,2694,0.0974709649408444,0.07824325436550734,50.78243254365508
新潟県,1501,下越,eGFR,CKD,1359,165,0.1214128035320088,748,84,0.1122994652406417,611,81,0.132569558101473,0.3156781912032307,53.15678191203231
新潟県,1502,新潟,eGFR,CKD,9655,1007,0.1042982910409114,5667,652,0.1150520557614258,3988,355,0.0890170511534603,-0.26748009473563417,47.32519905264366
新潟県,1503,県央,eGFR,CKD,1183,101,0.0853761622992392,580,61,0.1051724137931034,603,40,0.066334991708126,-0.9122309264667777,40.87769073533222
新潟県,1504,中越,eGFR,CKD,4810,524,0.1089397089397089,2433,302,0.1241265926839293,2377,222,0.0933950357593605,-0.10932885860800988,48.9067114139199
新潟県,1505,魚沼,eGFR,CKD,1213,144,0.1187139323990107,705,77,0.1092198581560283,508,67,0.1318897637795275,0.22371711052928514,52.23717110529285
新潟県,1506,上越,eGFR,CKD,3601,341,0.0946959178006109,2233,221,0.0989699955217196,1368,120,0.087719298245614,-0.5946704557039474,44.053295442960525
新潟県,1507,佐渡,eGFR,CKD,215,42,0.1953488372093023,100,26,0.26,115,16,0.1391304347826087,2.8349676358074456,78.34967635807445
東京都,1301,区中央部,eGFR,CKD,51105,5710,0.1117307504158105,33480,4070,0.1215651135005973,17625,1640,0.0930496453900709,-0.0142271743482719,49.857728256517284
東京都,1302,区南部,eGFR,CKD,43517,5145,0.1182296573752786,25836,3447,0.1334184858337204,17681,1698,0.0960352921214863,0.2072159690033718,52.072159690033715
東京都,1303,区西南部,eGFR,CKD,34876,3989,0.1143766486982452,18405,2357,0.1280630263515349,16471,1632,0.0990832372047841,0.07592891440715288,50.75928914407153
東京都,1304,区西部,eGFR,CKD,36435,4367,0.1198572800878276,20130,2639,0.1310978638847491,16305,1728,0.1059797608095676,0.26267543194156384,52.62675431941564
東京都,1305,区西北部,eGFR,CKD,43488,5069,0.1165608903605592,24164,3050,0.1262208243668267,19324,2019,0.1044814738149451,0.15035455899001027,51.5035455899001
東京都,1306,区東北部,eGFR,CKD,21691,2516,0.1159928080770826,12030,1524,0.1266832917705735,9661,992,0.102680881896284,0.13099777679263383,51.30997776792634
東京都,1307,区東部,eGFR,CKD,37952,4205,0.1107978499156829,22236,2634,0.1184565569347004,15716,1571,0.099961822346653,-0.04601473808337197,49.53985261916628
東京都,1308,西多摩,eGFR,CKD,5048,0,0.0,2915,0,0.0,2133,0,0.0,-3.821330235743698,11.78669764256302
東京都,1309,南多摩,eGFR,CKD,32468,4398,0.1354564494271282,18703,2953,0.1578891086991391,13765,1445,0.104976389393389,0.7942000581153205,57.9420005811532
東京都,1310,北多摩西部,eGFR,CKD,13470,1746,0.1296213808463251,7483,1103,0.1474007750902044,5987,643,0.1073993652914648,0.5953764811255051,55.95376481125505
東京都,1311,北多摩南部,eGFR,CKD,25567,3166,0.1238315015449603,14082,1979,0.1405340150546797,11485,1187,0.1033521985198084,0.3980926793851311,53.98092679385131
東京都,1312,北多摩北部,eGFR,CKD,14552,1964,0.1349642660802638,7842,1139,0.1452435603162458,6710,825,0.1229508196721311,0.7774294491321897,57.774294491321896
東京都,1313,島しょ,eGFR,CKD,40,0,0.0,27,0,0.0,13,0,0.0,-3.821330235743698,11.78669764256302
栃木県,901,県北,eGFR,CKD,7542,873,0.1157517899761336,4599,600,0.1304631441617743,2943,273,0.0927624872579001,0.12278534873178383,51.22785348731784
栃木県,902,県西,eGFR,CKD,1913,203,0.106116048092002,1156,129,0.1115916955017301,757,74,0.0977542932628798,-0.2055420122621377,47.94457987737862
栃木県,903,宇都宮,eGFR,CKD,10793,1096,0.1015472991753914,6839,760,0.111127357800848,3954,336,0.0849772382397572,-0.36121713233824804,46.38782867661752
栃木県,904,県東,eGFR,CKD,2846,271,0.095221363316936,1830,188,0.1027322404371584,1016,83,0.0816929133858267,-0.576766474692873,44.23233525307127
栃木県,905,県南,eGFR,CKD,8281,897,0.108320251177394,4891,570,0.1165405847474954,3390,327,0.0964601769911504,-0.13043620403026468,48.69563795969735
栃木県,906,両毛,eGFR,CKD,3385,350,0.103397341211226,2106,246,0.1168091168091168,1279,104,0.0813135261923377,-0.29817897433676516,47.01821025663235
沖縄県,4701,北部,eGFR,CKD,807,71,0.0879801734820322,491,50,0.1018329938900203,316,21,0.0664556962025316,-0.8235020947975659,41.764979052024344
沖縄県,4702,中部,eGFR,CKD,6464,686,0.1061262376237623,2991,374,0.125041792042795,3473,312,0.0898358767636049,-0.20519481511708593,47.94805184882914
沖縄県,4703,南部,eGFR,CKD,9792,1085,0.1108047385620915,5113,670,0.1310385292391942,4679,415,0.0886941654199615,-0.045780014994755217,49.54219985005245
沖縄県,4704,宮古,eGFR,CKD,579,70,0.1208981001727115,346,43,0.1242774566473988,233,27,0.1158798283261802,0.29814023743849927,52.98140237438499
沖縄県,4705,八重山,eGFR,CKD,432,44,0.1018518518518518,215,22,0.1023255813953488,217,22,0.1013824884792626,-0.35083983313821965,46.491601668617804
滋賀県,2501,大津,eGFR,CKD,14217,1433,0.1007948230991067,7604,937,0.123224618621778,6613,496,0.0750037804324814,-0.38685693125653164,46.13143068743469
滋賀県,2502,湖南,eGFR,CKD,10048,1067,0.1061902866242038,5962,703,0.1179134518617913,4086,364,0.0890846793930494,-0.20301241551131355,47.969875844886865
滋賀県,2503,甲賀,eGFR,CKD,3900,348,0.0892307692307692,2246,221,0.0983971504897595,1654,127,0.0767835550181378,-0.7808894130974438,42.19110586902556
滋賀県,2504,東近江,eGFR,CKD,7084,677,0.0955674760022586,4129,416,0.1007507871155243,2955,261,0.0883248730964467,-0.5649730636670306,44.350269363329694
滋賀県,2505,湖東,eGFR,CKD,3012,282,0.0936254980079681,1744,179,0.102637614678899,1268,103,0.0812302839116719,-0.6311438388539097,43.688561611460905
滋賀県,2506,湖北,eGFR,CKD,4644,429,0.0923772609819121,2917,295,0.1011312992800822,1727,134,0.0775911986103068,-0.6736761496596597,43.2632385034034
滋賀県,2507,湖西,eGFR,CKD,1116,107,0.0958781362007168,627,68,0.1084529505582137,489,39,0.0797546012269938,-0.5543876573379547,44.45612342662045
熊本県,4302,宇城,eGFR,CKD,1129,125,0.1107174490699734,701,93,0.1326676176890157,428,32,0.0747663551401869,-0.04875430892398893,49.51245691076011
熊本県,4303,有明,eGFR,CKD,1450,145,0.1,811,98,0.1208384710234278,639,47,0.0735524256651017,-0.41393965864013565,45.860603413598646
熊本県,4304,鹿本,eGFR,CKD,419,51,0.1217183770883054,247,36,0.145748987854251,172,15,0.0872093023255814,0.32609027576660116,53.26090275766601
熊本県,4305,菊池,eGFR,CKD,1858,216,0.116254036598493,1183,152,0.1284868977176669,675,64,0.0948148148148148,0.13989885281587888,51.39898852815879
熊本県,4306,阿蘇,eGFR,CKD,768,80,0.1041666666666666,393,48,0.1221374045801526,375,32,0.0853333333333333,-0.271965051260823,47.28034948739177
熊本県,4308,八代,eGFR,CKD,1685,213,0.1264094955489614,903,140,0.1550387596899224,782,73,0.0933503836317135,0.48593500415575913,54.85935004155759
熊本県,4309,芦北,eGFR,CKD,428,63,0.1471962616822429,214,33,0.1542056074766355,214,30,0.1401869158878504,1.1942213146657479,61.94221314665748
熊本県,4310,球磨,eGFR,CKD,1079,130,0.1204819277108433,552,75,0.1358695652173913,527,55,0.1043643263757115,0.28395961618830223,52.83959616188302
熊本県,4311,天草,eGFR,CKD,1490,211,0.1416107382550335,760,121,0.1592105263157894,730,90,0.1232876712328767,1.0039007157251032,60.039007157251035
熊本県,4312,熊本・上益城,eGFR,CKD,12111,1485,0.1226158038147139,7117,1029,0.1445833918786005,4994,456,0.0913095714857829,0.35666910947865366,53.566691094786535
石川県,1701,南加賀,eGFR,CKD,5688,773,0.1359001406469761,3193,471,0.1475101785155026,2495,302,0.1210420841683366,0.8093183509318531,58.093183509318536
石川県,1702,石川中央,eGFR,CKD,13703,1992,0.1453696270889586,8202,1302,0.1587417702999268,5501,690,0.1254317396836938,1.1319807396560644,61.31980739656065
石川県,1703,能登中部,eGFR,CKD,3055,371,0.1214402618657937,1350,181,0.134074074074074,1705,190,0.1114369501466275,0.3166138038812469,53.16613803881247
石川県,1704,能登北部,eGFR,CKD,1357,166,0.1223286661753868,687,99,0.1441048034934497,670,67,0.1,0.3468852086129045,53.46885208612905
神奈川県,1404,川崎北部,eGFR,CKD,21927,2611,0.1190769371094997,12287,1668,0.1357532351265565,9640,943,0.0978215767634854,0.23608609882892942,52.360860988289296
神奈川県,1405,川崎南部,eGFR,CKD,19068,2122,0.1112859240612544,11159,1378,0.1234877677211219,7909,744,0.0940700467821469,-0.029384145637889804,49.7061585436211
神奈川県,1406,横須賀・三浦,eGFR,CKD,13706,1758,0.1282649934335327,7728,1142,0.1477743271221532,5978,616,0.1030444964871194,0.5491590642329981,55.49159064232998
神奈川県,1407,湘南東部,eGFR,CKD,17765,2385,0.1342527441598649,10450,1504,0.1439234449760765,7315,881,0.1204374572795625,0.7531851182624917,57.53185118262492
神奈川県,1408,湘南西部,eGFR,CKD,11880,1676,0.141077441077441,7245,1114,0.1537612146307798,4635,562,0.1212513484358144,0.9857291979478566,59.85729197947857
神奈川県,1409,県央,eGFR,CKD,17284,2359,0.1364846100439713,10205,1586,0.1554140127388535,7079,773,0.1091962141545416,0.8292335060911222,58.29233506091122
神奈川県,1410,相模原,eGFR,CKD,14442,1863,0.1289987536352305,8603,1274,0.1480878763222131,5839,589,0.1008734372324028,0.574161140204185,55.74161140204185
神奈川県,1411,県西,eGFR,CKD,14730,2171,0.1473862864901561,9899,1540,0.1555712698252348,4831,631,0.1306147795487476,1.200696202064741,62.00696202064741
神奈川県,1412,横浜,eGFR,CKD,98602,13423,0.1361331413155919,58175,8673,0.1490846583584013,40427,4750,0.1174957330496945,0.8172575937588566,58.17257593758857
福井県,1801,福井・坂井,eGFR,CKD,5214,635,0.1217874952052167,3148,435,0.1381829733163913,2066,200,0.0968054211035818,0.32844539996930844,53.284453999693085
福井県,1802,奥越,eGFR,CKD,912,137,0.150219298245614,528,86,0.1628787878787878,384,51,0.1328125,1.2972279776684503,62.9722797766845
福井県,1803,丹南,eGFR,CKD,1439,169,0.1174426685198054,688,85,0.1235465116279069,751,84,0.1118508655126498,0.18040018489912252,51.80400184899123
福井県,1804,嶺南,eGFR,CKD,1216,156,0.1282894736842105,619,91,0.1470113085621971,597,65,0.1088777219430485,0.549993201987845,55.49993201987845
福岡県,4001,福岡・糸島,eGFR,CKD,40163,4539,0.1130144660508428,23948,3060,0.1277768498413228,16215,1479,0.0912118408880666,0.02951403123662369,50.295140312366236
福岡県,4002,粕屋,eGFR,CKD,5328,583,0.1094219219219219,3115,414,0.1329052969502407,2213,169,0.0763669227293267,-0.092897978890514,49.07102021109486
福岡県,4003,宗像,eGFR,CKD,3325,378,0.1136842105263157,1900,250,0.131578947368421,1425,128,0.0898245614035087,0.052334841384558864,50.52334841384559
福岡県,4004,筑紫,eGFR,CKD,8633,1009,0.1168770995019112,4852,673,0.1387056883759274,3781,336,0.088865379529225,0.1611290394763788,51.611290394763785
福岡県,4005,朝倉,eGFR,CKD,1050,106,0.1009523809523809,660,78,0.1181818181818181,390,28,0.0717948717948717,-0.38148831981057973,46.1851168018942
福岡県,4006,久留米,eGFR,CKD,5959,647,0.1085752643060916,3503,462,0.1318869540393948,2456,185,0.0753257328990228,-0.12174691071264546,48.782530892873545
福岡県,4007,八女・筑後,eGFR,CKD,1819,168,0.0923584387025838,1010,106,0.1049504950495049,809,62,0.07663782447466,-0.6743174982318882,43.256825017681116
福岡県,4008,有明,eGFR,CKD,2591,278,0.1072944808954071,1489,179,0.1202149093351242,1102,99,0.0898366606170598,-0.165388203961415,48.34611796038585
福岡県,4009,飯塚,eGFR,CKD,3475,272,0.078273381294964,1716,170,0.099067599067599,1759,102,0.0579874928936895,-1.1542504171187524,38.457495828812476
