pref,region_code,region_name,indicator,domain,n_total,n_risk,risk_rate,n_male,n_risk_male,risk_rate_male,n_female,n_risk_female,risk_rate_female
沖縄県,4704,宮古,尿蛋白,CKD,11016,954,0.08660130718954248,5874,681,0.11593462717058223,5142,273,0.05309218203033839
沖縄県,4705,八重山,尿蛋白,CKD,11424,794,0.06950280112044818,6074,548,0.09022061244649325,5350,246,0.045981308411214956
滋賀県,2501,大津,尿蛋白,CKD,85358,2755,0.032275826518896884,45487,1822,0.04005540044408293,39871,933,0.023400466504476938
滋賀県,2502,湖南,尿蛋白,CKD,83376,2510,0.03010458645173671,45786,1692,0.036954527584851266,37590,818,0.021761106677307795
滋賀県,2503,甲賀,尿蛋白,CKD,36158,1190,0.03291111234028431,20099,843,0.0419423851932932,16059,347,0.021607821159474436
滋賀県,2504,東近江,尿蛋白,CKD,53273,1491,0.02798791132468605,29145,1041,0.035717961914565104,24128,450,0.01865053050397878
滋賀県,2505,湖東,尿蛋白,CKD,35195,1092,0.031027134536155705,19162,757,0.03950527084855443,16033,335,0.02089440528909125
滋賀県,2506,湖北,尿蛋白,CKD,35512,916,0.025794097769767967,19143,673,0.03515645405631301,16369,243,0.014845134094935548
滋賀県,2507,湖西,尿蛋白,CKD,10650,347,0.032582159624413146,5532,237,0.042841648590021694,5118,110,0.021492770613520906
熊本県,4302,宇城,尿蛋白,CKD,23490,805,0.03426990208599404,12331,563,0.04565728651366475,11159,242,0.02168653105116946
熊本県,4303,有明,尿蛋白,CKD,32937,1108,0.033639979354525305,17226,778,0.04516428654359689,15711,330,0.02100439182738209
熊本県,4304,鹿本,尿蛋白,CKD,11539,344,0.02981194210936823,5931,253,0.04265722475130669,5608,91,0.01622681883024251
熊本県,4305,菊池,尿蛋白,CKD,42980,1023,0.023801768264308982,23504,743,0.03161164057181756,19476,280,0.014376668720476484
熊本県,4306,阿蘇,尿蛋白,CKD,15303,431,0.028164412206756844,7810,316,0.04046094750320103,7493,115,0.015347657813959695
熊本県,4308,八代,尿蛋白,CKD,29138,738,0.025327750703548632,15046,531,0.035291771899508176,14092,207,0.014689185353391995
熊本県,4309,芦北,尿蛋白,CKD,9853,310,0.03146249873135086,5213,243,0.0466142336466526,4640,67,0.014439655172413792
熊本県,4310,球磨,尿蛋白,CKD,22179,740,0.033364894720230846,11344,557,0.049100846262341326,10835,183,0.016889709275496077
熊本県,4311,天草,尿蛋白,CKD,26623,662,0.024865717612590616,13379,472,0.03527916884670005,13244,190,0.014346118997281788
熊本県,4312,熊本・上益城,尿蛋白,CKD,175487,5577,0.031780131861619376,92132,3856,0.04185299353102071,83355,1721,0.020646631875712314
石川県,1701,南加賀,尿蛋白,CKD,56791,2098,0.03694247327921678,29762,1416,0.04757744775216719,27029,682,0.02523215805246217
石川県,1702,石川中央,尿蛋白,CKD,184000,7051,0.03832065217391304,98041,4637,0.04729653920298651,85959,2414,0.028083155923172676
石川県,1703,能登中部,尿蛋白,CKD,29398,1165,0.03962854615960269,15049,783,0.05203003521828693,14349,382,0.026622064255348805
石川県,1704,能登北部,尿蛋白,CKD,13980,588,0.04206008583690987,7154,384,0.05367626502655857,6826,204,0.029885731028420744
神奈川県,1404,川崎北部,尿蛋白,CKD,199567,5410,0.027108690314530958,109705,3766,0.034328426233991155,89862,1644,0.018294718568471657
神奈川県,1405,川崎南部,尿蛋白,CKD,156108,4334,0.02776283086068619,90937,3234,0.03556308213378493,65171,1100,0.016878673029414922
神奈川県,1406,横須賀・三浦,尿蛋白,CKD,155066,4466,0.02880063972759986,84727,3261,0.03848832131433899,70339,1205,0.01713132117317562
神奈川県,1407,湘南東部,尿蛋白,CKD,175012,4839,0.02764953260347862,96634,3284,0.033983898006912684,78378,1555,0.01983975095052183
神奈川県,1408,湘南西部,尿蛋白,CKD,132653,3908,0.029460321289379057,73506,2675,0.03639158708132669,59147,1233,0.02084636583427731
神奈川県,1409,県央,尿蛋白,CKD,195285,5613,0.028742606959059835,111237,3998,0.0359412785314239,84048,1615,0.019215210355987056
神奈川県,1410,相模原,尿蛋白,CKD,156983,4927,0.03138556404196633,88780,3407,0.03837576030637531,68203,1520,0.02228640968872337
神奈川県,1411,県西,尿蛋白,CKD,77667,2187,0.028158677430568966,44322,1556,0.03510671901087496,33345,631,0.01892337681811366
神奈川県,1412,横浜,尿蛋白,CKD,883558,24382,0.0275952455865942,498140,17590,0.03531135825270004,385418,6792,0.017622425522419813
福井県,1801,福井・坂井,尿蛋白,CKD,94644,2886,0.030493216685685304,50944,1959,0.038453988693467334,43700,927,0.021212814645308924
福井県,1802,奥越,尿蛋白,CKD,13772,425,0.030859715364507698,7166,306,0.042701646664806026,6606,119,0.018013926733272782
福井県,1803,丹南,尿蛋白,CKD,42739,1352,0.03163387070357285,22723,909,0.04000352066188444,20016,443,0.022132294164668265
福井県,1804,嶺南,尿蛋白,CKD,30540,1090,0.03569089718402096,16626,740,0.044508600986406834,13914,350,0.025154520626706915
福岡県,4001,福岡・糸島,尿蛋白,CKD,358738,11588,0.03230212578539213,194847,8150,0.04182769044429732,163891,3438,0.020977356901843297
福岡県,4002,粕屋,尿蛋白,CKD,63993,1988,0.031065897832575438,35546,1437,0.040426489619085126,28447,551,0.019369353534643374
福岡県,4003,宗像,尿蛋白,CKD,34694,779,0.022453450164293537,18391,552,0.030014681094013375,16303,227,0.013923817702263388
福岡県,4004,筑紫,尿蛋白,CKD,94625,2942,0.031091149273447822,50666,2062,0.04069790391978842,43959,880,0.020018653745535613
福岡県,4005,朝倉,尿蛋白,CKD,18520,609,0.03288336933045356,9868,400,0.040535062829347386,8652,209,0.024156264447526582
福岡県,4006,久留米,尿蛋白,CKD,96413,3234,0.03354319438250029,50358,2215,0.043985066920846735,46055,1019,0.022125719248724352
福岡県,4007,八女・筑後,尿蛋白,CKD,28765,727,0.0252737702068486,14935,524,0.035085369936391025,13830,203,0.01467823571945047
福岡県,4008,有明,尿蛋白,CKD,42564,1732,0.04069166431726341,22252,1166,0.05239978428905267,20312,566,0.0278653012997243
福岡県,4009,飯塚,尿蛋白,CKD,35522,1440,0.04053825798096954,18114,935,0.05161753339958044,17408,505,0.02900965073529412
福岡県,4010,直方・鞍手,尿蛋白,CKD,21703,786,0.03621619130995715,11766,570,0.04844467108618052,9937,216,0.02173694273925732
福岡県,4011,田川,尿蛋白,CKD,21218,724,0.03412197191064191,10833,511,0.04717068217483615,10385,213,0.02051035146846413
福岡県,4012,北九州,尿蛋白,CKD,228330,8943,0.039166995138615164,122327,6114,0.04998078919617092,106003,2829,0.02668792392668132
福岡県,4013,京築,尿蛋白,CKD,41105,1165,0.028342050845395938,22386,854,0.03814884302689181,18719,311,0.01661413537047919
福島県,0701,県北,尿蛋白,CKD,121666,2980,0.024493284894711753,65123,2150,0.03301444958002549,56543,830,0.01467909378702934
福島県,0702,県中,尿蛋白,CKD,123246,4127,0.033485873780893495,65376,2907,0.044465859030837,57870,1220,0.021081734923103508
福島県,0703,県南,尿蛋白,CKD,36348,951,0.02616375041267745,19764,706,0.03572151386359037,16584,245,0.014773275446213218
福島県,0706,相双,尿蛋白,CKD,35373,886,0.025047352500494727,18978,695,0.03662135103804405,16395,191,0.011649893260140287
福島県,0707,いわき,尿蛋白,CKD,72424,2560,0.03534739865238043,40018,1904,0.0475785896346644,32406,656,0.02024316484601617
福島県,0708,会津・南会津,尿蛋白,CKD,64662,1973,0.030512511212149332,33552,1324,0.039461134954697184,31110,649,0.020861459337833493
秋田県,0501,大館・鹿角,尿蛋白,CKD,24773,904,0.036491341379727926,13214,676,0.05115786287271076,11559,228,0.019724889696340515
秋田県,0502,北秋田,尿蛋白,CKD,7124,274,0.038461538461538464,3777,197,0.05215779719353985,3347,77,0.023005676725425753
秋田県,0503,能代・山本,尿蛋白,CKD,17603,592,0.033630631142418904,9249,407,0.04400475727105633,8354,185,0.02214508020110127
秋田県,0504,秋田周辺,尿蛋白,CKD,92108,3396,0.03686976158422721,49781,2401,0.048231252887647895,42327,995,0.023507453871051576
秋田県,0505,由利本荘・にかほ,尿蛋白,CKD,22493,894,0.0397456986618059,11620,609,0.05240963855421687,10873,285,0.02621171709739722
秋田県,0506,大仙・仙北,尿蛋白,CKD,29422,914,0.031065189314118686,15093,673,0.04459020738090506,14329,241,0.016819038313908855
秋田県,0507,横手,尿蛋白,CKD,21715,656,0.030209532581165092,11301,468,0.04141226440138041,10414,188,0.0180526214710966
秋田県,0508,湯沢・雄勝,尿蛋白,CKD,15327,462,0.030142885104717167,8152,356,0.0436702649656526,7175,106,0.014773519163763066
群馬県,1001,前橋,尿蛋白,CKD,82153,2905,0.03536085109490828,44924,1976,0.0439853975603241,37229,929,0.02495366515350936
群馬県,1002,渋川,尿蛋白,CKD,26031,827,0.031769812915370135,14107,560,0.03969660452257744,11924,267,0.022391814827239183
群馬県,1003,伊勢崎,尿蛋白,CKD,59984,1832,0.030541477727393972,32818,1273,0.03878968858553233,27166,559,0.02057719207833321
群馬県,1004,高崎・安中,尿蛋白,CKD,101239,3085,0.03047244638923735,55206,2123,0.03845596493134804,46033,962,0.020898051397910195
群馬県,1005,藤岡,尿蛋白,CKD,15099,476,0.0315252665739453,8173,321,0.03927566377095314,6926,155,0.022379439792087785
群馬県,1006,富岡,尿蛋白,CKD,16496,472,0.028612997090203686,8735,329,0.03766456783056669,7761,143,0.018425460636515914
群馬県,1007,吾妻,尿蛋白,CKD,12600,303,0.024047619047619047,6820,221,0.032404692082111435,5780,82,0.014186851211072665
群馬県,1008,沼田,尿蛋白,CKD,19252,712,0.036983170579680036,10081,507,0.05029262969943458,9171,205,0.022353069458074366
群馬県,1009,桐生,尿蛋白,CKD,36307,1418,0.03905582945437519,19435,979,0.05037303833290455,16872,439,0.026019440493124702
群馬県,1010,太田・館林,尿蛋白,CKD,91984,2825,0.030711862932683943,51842,2001,0.0385980479148181,40142,824,0.020527128693139354
茨城県,0801,水戸,尿蛋白,CKD,105014,2316,0.022054202296836613,57557,1768,0.030717375818753584,47457,548,0.011547295446404112
茨城県,0802,日立,尿蛋白,CKD,60145,2139,0.035564053537284895,34688,1685,0.04857587638376384,25457,454,0.01783399457909416
茨城県,0803,常陸太田・ひたちなか,尿蛋白,CKD,87517,2164,0.02472662454151765,48921,1718,0.03511784305308559,38596,446,0.01155560161674785
茨城県,0804,鹿行,尿蛋白,CKD,59744,1581,0.02646290840921264,33049,1211,0.036642561045719994,26695,370,0.013860273459449336
茨城県,0805,土浦,尿蛋白,CKD,59119,1664,0.028146619530100305,32841,1208,0.03678328918120642,26278,456,0.01735291879138443
茨城県,0806,つくば,尿蛋白,CKD,80240,1667,0.02077517447657029,45046,1287,0.02857079429916086,35194,380,0.010797294993464795
茨城県,0807,取手・竜ヶ崎,尿蛋白,CKD,107239,2667,0.024869683603912757,59066,1987,0.03364033454102191,48173,680,0.014115791003259087
茨城県,0808,筑西・下妻,尿蛋白,CKD,57374,1385,0.024139854289399378,31087,1035,0.03329365972914723,26287,350,0.013314566135352075
茨城県,0809,古河・坂東,尿蛋白,CKD,51164,1333,0.026053475099679462,28297,1000,0.03533943527582429,22867,333,0.0145624699348406
長崎県,4201,長崎,尿蛋白,CKD,112465,4830,0.04294669452718623,58880,3207,0.05446671195652174,53585,1623,0.03028832695717085
長崎県,4202,佐世保県北,尿蛋白,CKD,62741,2713,0.04324126169490445,32530,1951,0.05997540731632339,30211,762,0.025222601039356526
長崎県,4203,県央,尿蛋白,CKD,59897,2456,0.04100372305791609,31629,1629,0.05150336716304657,28268,827,0.029255695486061977
長崎県,4204,県南,尿蛋白,CKD,27556,1142,0.04144287995354914,13608,754,0.055408583186360966,13948,388,0.027817608259248637
長崎県,4206,五島,尿蛋白,CKD,7402,374,0.05052688462577682,3825,258,0.06745098039215686,3577,116,0.03242941012021247
長崎県,4207,上五島,尿蛋白,CKD,4565,192,0.042059145673603505,2496,136,0.05448717948717949,2069,56,0.02706621556307395
長崎県,4208,壱岐,尿蛋白,CKD,6055,298,0.04921552436003303,3014,219,0.07266091572660915,3041,79,0.025978296612956264
長崎県,4209,対馬,尿蛋白,CKD,6262,269,0.04295752155860747,3236,190,0.05871446229913473,3026,79,0.026107072042300065
長野県,2001,佐久,尿蛋白,CKD,50492,1337,0.02647944228788719,27309,974,0.03566589768940642,23183,363,0.015658025277142735
長野県,2002,上小,尿蛋白,CKD,45248,1111,0.024553571428571428,24405,789,0.032329440688383525,20843,322,0.015448831742071678
長野県,2003,諏訪,尿蛋白,CKD,47497,1111,0.023390951007432048,25801,833,0.03228557032673152,21696,278,0.012813421828908555
長野県,2004,上伊那,尿蛋白,CKD,49154,1125,0.022887252309069454,26812,799,0.029800089512158734,22342,326,0.014591352609435145
長野県,2005,飯伊,尿蛋白,CKD,40658,1382,0.0339908505091249,21941,1009,0.045986965042614285,18717,373,0.019928407330234547
長野県,2006,木曽,尿蛋白,CKD,6891,171,0.024814976055724858,3868,149,0.03852119958634954,3023,22,0.007277538868673503
長野県,2007,松本,尿蛋白,CKD,106251,2560,0.024093890881027,58289,1849,0.03172125100790887,47962,711,0.01482423585338393
長野県,2008,大北,尿蛋白,CKD,15190,293,0.019289005924950624,8245,234,0.028380836870830806,6945,59,0.008495320374370051
長野県,2009,長野,尿蛋白,CKD,140397,4145,0.029523422865160937,75542,2835,0.03752879193031691,64855,1310,0.020198905250173465
長野県,2010,北信,尿蛋白,CKD,22087,679,0.030742065468375063,11751,475,0.04042209173687346,10336,204,0.019736842105263157
青森県,0201,津軽地域,尿蛋白,CKD,60577,2615,0.04316819915149314,30852,1841,0.05967198236743161,29725,774,0.026038687973086626
青森県,0202,八戸地域,尿蛋白,CKD,78267,2855,0.03647769813586824,42609,2119,0.049731277429651013,35658,736,0.020640529474451736
青森県,0203,青森地域,尿蛋白,CKD,73961,3107,0.04200862616784522,39155,2155,0.055037670795556125,34806,952,0.027351606044934782
青森県,0204,西北五地域,尿蛋白,CKD,25997,1143,0.04396661153209986,13284,807,0.06074977416440831,12713,336,0.026429638952253597
青森県,0205,上十三地域,尿蛋白,CKD,38173,1334,0.03494616613837005,20820,1006,0.048318924111431315,17353,328,0.01890163084192935
青森県,0206,下北地域,尿蛋白,CKD,14194,604,0.0425531914893617,7739,438,0.056596459490890295,6455,166,0.025716498838109992
静岡県,2201,賀茂,尿蛋白,CKD,12576,356,0.028307888040712468,6602,272,0.04119963647379582,5974,84,0.014060930699698694
静岡県,2202,熱海伊東,尿蛋白,CKD,20847,957,0.045905885738955245,10364,628,0.06059436510999614,10483,329,0.031384145759801585
静岡県,2203,駿東田方,尿蛋白,CKD,156928,4636,0.02954221044045677,85546,3172,0.03707946601828256,71382,1464,0.020509372110616122
静岡県,2204,富士,尿蛋白,CKD,84104,2772,0.032959193379625225,49235,2018,0.04098710267086422,34869,754,0.021623791906851358
静岡県,2205,静岡,尿蛋白,CKD,168166,4301,0.025575919032384667,93122,3131,0.033622559652928416,75044,1170,0.015590853366025266
静岡県,2206,志太榛原,尿蛋白,CKD,113984,2200,0.019300954519932623,61582,1680,0.027280698905524342,52402,520,0.009923285370787375
静岡県,2207,中東遠,尿蛋白,CKD,119209,2462,0.020652803060171632,66491,1797,0.027026214074085213,52718,665,0.012614287340187413
静岡県,2208,西部,尿蛋白,CKD,212492,4858,0.022862037159045986,118462,3499,0.029536897908189967,94030,1359,0.014452834201850473
香川県,3702,小豆,尿蛋白,CKD,5816,205,0.035247592847317745,3087,161,0.05215419501133787,2729,44,0.016123122022718945
香川県,3706,東部,尿蛋白,CKD,126918,4184,0.03296616713153375,67528,2898,0.042915531335149866,59390,1286,0.021653477016332717
香川県,3707,西部,尿蛋白,CKD,90339,3091,0.03421556581321467,47865,2245,0.046902747310143114,42474,846,0.019918067523661535
高知県,3901,安芸,尿蛋白,CKD,9489,398,0.04194330277163031,4881,283,0.057979922147101,4608,115,0.024956597222222224
高知県,3902,中央,尿蛋白,CKD,116619,4446,0.03812414786612816,60349,3009,0.04985998110987754,56270,1437,0.025537586635862804
高知県,3903,高幡,尿蛋白,CKD,11711,455,0.038852361028093245,6331,338,0.053388090349075976,5380,117,0.021747211895910782
高知県,3904,幡多,尿蛋白,CKD,19403,747,0.03849920115446065,9682,529,0.05463747159677752,9721,218,0.02242567637074375
鳥取県,3101,東部,尿蛋白,CKD,47789,1477,0.030906694009081588,25747,1019,0.03957742649629083,22042,458,0.020778513746483984
鳥取県,3102,中部,尿蛋白,CKD,21008,610,0.029036557501904037,11178,421,0.037663267131866164,9830,189,0.019226856561546286
鳥取県,3103,西部,尿蛋白,CKD,48039,1556,0.032390349507691665,25781,1061,0.041154338466312404,22258,495,0.02223919489621709
鹿児島県,4601,鹿児島,尿蛋白,CKD,143866,5422,0.03768784841449682,77577,3687,0.04752697320081983,66289,1735,0.026173271583520643
鹿児島県,4603,南薩,尿蛋白,CKD,27101,1376,0.050773034205379874,14101,928,0.06581093539465287,13000,448,0.03446153846153846
鹿児島県,4605,川薩,尿蛋白,CKD,28025,1274,0.04545941123996432,15071,891,0.05912016455444231,12954,383,0.02956615717153003
鹿児島県,4606,出水,尿蛋白,CKD,18309,935,0.0510677808727948,9590,660,0.06882168925964546,8719,275,0.03154031425622204
鹿児島県,4607,姶良・伊佐,尿蛋白,CKD,54763,2161,0.03946094991143655,29120,1516,0.05206043956043956,25643,645,0.02515306321413251
鹿児島県,4609,曽於,尿蛋白,CKD,16715,694,0.041519593179778644,8905,497,0.055811341942728805,7810,197,0.025224071702944943
鹿児島県,4610,肝属,尿蛋白,CKD,31158,1301,0.04175492650362668,16646,949,0.057010693259641955,14512,352,0.024255788313120176
鹿児島県,4611,熊毛,尿蛋白,CKD,8933,433,0.0484719579088772,4955,315,0.06357214934409687,3978,118,0.029663147310206132
鹿児島県,4612,奄美,尿蛋白,CKD,20855,1391,0.06669863342124191,10996,975,0.08866860676609677,9859,416,0.04219494877776651
三重県,2401,北勢,収縮期血圧,心血管,217811,39274,0.1803122890946738,122093,23545,0.1928447986371045,95718,15729,0.16432645897323386
三重県,2402,中勢伊賀,収縮期血圧,心血管,105554,20365,0.19293442219148493,57459,12043,0.20959292713064967,48095,8322,0.17303253976504834
三重県,2403,南勢志摩,収縮期血圧,心血管,108047,22901,0.21195405703073664,56360,12821,0.22748403122782115,51687,10080,0.19502002437750304
三重県,2404,東紀州,収縮期血圧,心血管,15237,4179,0.2742665879110061,8020,2375,0.2961346633416459,7217,1804,0.2499653595676874
京都府,2601,丹後,収縮期血圧,心血管,23277,6027,0.2589251192163939,12452,3441,0.2763411500160617,10825,2586,0.23889145496535796
京都府,2602,中丹,収縮期血圧,心血管,41222,9032,0.21910630245985155,22462,5245,0.23350547591487847,18760,3787,0.20186567164179103
京都府,2603,南丹,収縮期血圧,心血管,29893,6258,0.20934666978891378,15815,3590,0.22699968384445146,14078,2668,0.18951555618695837
京都府,2604,京都・乙訓,収縮期血圧,心血管,325295,51855,0.1594091516930786,174206,31961,0.18346670034327175,151089,19894,0.13167073711521024
京都府,2605,山城北,収縮期血圧,心血管,100877,19369,0.19200610644646451,53520,11099,0.20738041853512706,47357,8270,0.17463099436197393
京都府,2606,山城南,収縮期血圧,心血管,28516,4751,0.16660821994669658,15680,2830,0.18048469387755103,12836,1921,0.14965721408538485
佐賀県,4101,中部,収縮期血圧,心血管,75249,11831,0.1572246807266542,40283,7067,0.17543380582379664,34966,4764,0.13624663959274724
佐賀県,4102,東部,収縮期血圧,心血管,29791,5256,0.17642912288946327,16481,3266,0.19816758691826952,13310,1990,0.14951164537941397
佐賀県,4103,北部,収縮期血圧,心血管,25470,4157,0.16321162151550844,13328,2375,0.17819627851140457,12142,1782,0.1467633009388898
佐賀県,4104,西部,収縮期血圧,心血管,17628,3107,0.1762536873156342,9232,1746,0.18912478336221836,8396,1361,0.16210100047641735
佐賀県,4105,南部,収縮期血圧,心血管,33521,6269,0.18701709376211928,17540,3542,0.20193842645381985,15981,2727,0.1706401351605031
兵庫県,2801,神戸,収縮期血圧,心血管,344114,51618,0.15000261541233428,186408,31976,0.17153770224453885,157706,19642,0.12454820996030588
兵庫県,2804,東播磨,収縮期血圧,心血管,150286,26326,0.17517267077439017,85289,16508,0.19355368218644842,64997,9818,0.15105312552887057
兵庫県,2805,北播磨,収縮期血圧,心血管,58987,13692,0.232118941461678,32200,7884,0.2448447204968944,26787,5808,0.21682159256355696
兵庫県,2808,但馬,収縮期血圧,心血管,38626,9328,0.24149536581577177,20536,5515,0.2685527853525516,18090,3813,0.21077943615257047
兵庫県,2809,丹波,収縮期血圧,心血管,21935,5363,0.24449509915659903,11941,3092,0.25893978728749684,9994,2271,0.22723634180508304
兵庫県,2810,淡路,収縮期血圧,心血管,28042,5684,0.20269595606590116,14221,3018,0.21222136277336334,13821,2666,0.19289487012517184
兵庫県,2811,阪神,収縮期血圧,心血管,385520,61602,0.15978937538908486,207252,37490,0.1808908961071546,178268,24112,0.13525702874324053
兵庫県,2812,播磨姫路,収縮期血圧,心血管,177333,36776,0.20738384846588057,97435,21729,0.22301021193616258,79898,15047,0.18832761771258355
北海道,0101,南渡島,収縮期血圧,心血管,70349,16382,0.23286756030647202,37053,9901,0.2672118317005371,33296,6481,0.19464800576645844
北海道,0102,南檜山,収縮期血圧,心血管,3971,1033,0.26013598589775877,2242,644,0.2872435325602141,1729,389,0.22498554077501445
北海道,0103,北渡島檜山,収縮期血圧,心血管,5578,1348,0.2416636787378989,3127,826,0.2641509433962264,2451,522,0.21297429620563035
北海道,0104,札幌,収縮期血圧,心血管,426211,73913,0.17341879960864454,242622,49521,0.2041076242055543,183589,24392,0.13286199064214088
北海道,0105,後志,収縮期血圧,心血管,36787,8631,0.2346209258705521,20172,5203,0.25793178663493954,16615,3428,0.20631959073126693
北海道,0106,南空知,収縮期血圧,心血管,28788,6766,0.2350284840905933,15784,4167,0.26400152052711606,13004,2599,0.199861581051984
北海道,0107,中空知,収縮期血圧,心血管,19966,5527,0.27682059501151957,10689,3295,0.30826082888951256,9277,2232,0.24059501994179153
北海道,0108,北空知,収縮期血圧,心血管,5569,1176,0.2111689710899623,2979,720,0.24169184290030213,2590,456,0.17606177606177606
北海道,0109,西胆振,収縮期血圧,心血管,33557,8218,0.24489674285544,18016,4756,0.26398756660746003,15541,3462,0.22276558780001288
北海道,0110,東胆振,収縮期血圧,心血管,44056,10044,0.22798256764118394,25582,6314,0.24681416621061683,18474,3730,0.20190538053480567
北海道,0111,日高,収縮期血圧,心血管,10398,2553,0.24552798615118293,5844,1566,0.2679671457905544,4554,987,0.21673254281949933
北海道,0112,上川中部,収縮期血圧,心血管,72314,15944,0.22048289404541305,38829,9632,0.24806201550387597,33485,6312,0.1885023144691653
北海道,0113,上川北部,収縮期血圧,心血管,12598,2960,0.23495792983013178,6897,1750,0.25373350732202404,5701,1210,0.2122434660585862
北海道,0114,富良野,収縮期血圧,心血管,9325,2112,0.22648793565683645,4958,1201,0.24223477208551836,4367,911,0.20861002976871995
北海道,0115,留萌,収縮期血圧,心血管,7767,2153,0.27719840350199565,4372,1308,0.2991765782250686,3395,845,0.24889543446244478
北海道,0116,宗谷,収縮期血圧,心血管,11608,3295,0.28385596140592695,6757,2102,0.3110848009471659,4851,1193,0.24592867450010308
北海道,0117,北網,収縮期血圧,心血管,39255,9475,0.24137052604763726,21518,5690,0.26442977971930476,17737,3785,0.21339572644753904
北海道,0118,遠紋,収縮期血圧,心血管,12158,3516,0.2891923013653561,6723,2121,0.31548415885765285,5435,1395,0.25666973321067155
北海道,0119,十勝,収縮期血圧,心血管,69154,13224,0.19122538103363507,37326,7830,0.20977334833628034,31828,5394,0.16947341963051402
北海道,0120,釧路,収縮期血圧,心血管,43570,9502,0.21808583887996327,24119,5805,0.24068162029934906,19451,3697,0.19006734872243072
北海道,0121,根室,収縮期血圧,心血管,12244,2935,0.2397092453446586,6800,1814,0.26676470588235296,5444,1121,0.2059147685525349
千葉県,1201,千葉,収縮期血圧,心血管,224590,36779,0.16376063048221204,124794,22487,0.1801929579947754,99796,14292,0.14321215279169505
千葉県,1202,東葛南部,収縮期血圧,心血管,422144,67804,0.16061817768344452,231907,41295,0.17806706998926294,190237,26509,0.13934723529071633
千葉県,1203,東葛北部,収縮期血圧,心血管,329528,56945,0.1728077735427642,178911,33796,0.18889839082001667,150617,23149,0.1536944700797387
千葉県,1204,印旛,収縮期血圧,心血管,158227,28367,0.17928040094294906,85776,16890,0.19690822607722439,72451,11477,0.15841051193220246
千葉県,1205,香取海匝,収縮期血圧,心血管,61142,13895,0.22725785875502927,31927,7941,0.2487236508284524,29215,5954,0.20379941810713675
千葉県,1206,山武長生夷隅,収縮期血圧,心血管,93004,19559,0.21030278267601393,50200,11448,0.22804780876494024,42804,8111,0.1894916362956733
千葉県,1207,安房,収縮期血圧,心血管,23590,5543,0.23497244595167444,12190,3258,0.26726825266611975,11400,2285,0.20043859649122808
千葉県,1208,君津,収縮期血圧,心血管,75689,16668,0.22021694037442693,42278,10011,0.2367898197644165,33411,6657,0.19924575738529227
千葉県,1209,市原,収縮期血圧,心血管,58276,12780,0.21930125609170156,31521,7125,0.22603978300180833,26755,5655,0.21136236217529433
和歌山県,3001,和歌山,収縮期血圧,心血管,88853,18761,0.2111465003995363,47374,11258,0.23764090007176933,41479,7503,0.1808867137587695
和歌山県,3002,那賀,収縮期血圧,心血管,24798,5151,0.20771836438422453,13186,3035,0.23016836038222357,11612,2116,0.18222528418877024
和歌山県,3003,橋本,収縮期血圧,心血管,17269,3997,0.23145520875557357,9101,2308,0.25359850565871883,8168,1689,0.20678256611165524
和歌山県,3004,有田,収縮期血圧,心血管,14213,3109,0.21874340392598327,7400,1773,0.2395945945945946,6813,1336,0.1960956993982093
和歌山県,3005,御坊,収縮期血圧,心血管,13265,2203,0.16607614021862044,7111,1329,0.18689354521164392,6154,874,0.1420214494637634
和歌山県,3006,田辺,収縮期血圧,心血管,26124,5948,0.22768335630071965,13797,3531,0.25592520113068057,12327,2417,0.19607365944674293
和歌山県,3007,新宮,収縮期血圧,心血管,11520,2972,0.25798611111111114,6155,1725,0.2802599512591389,5365,1247,0.23243243243243245
埼玉県,1101,南部,収縮期血圧,心血管,180945,30288,0.1673878802951173,101121,18948,0.18737947607321923,79824,11340,0.1420625375826819
埼玉県,1102,南西部,収縮期血圧,心血管,172691,31067,0.17989935781250904,94903,18544,0.195399513187149,77788,12523,0.1609888414665501
埼玉県,1103,東部,収縮期血圧,心血管,265860,50280,0.18912209433536448,144108,29435,0.2042565298248536,121752,20845,0.1712086865102832
埼玉県,1104,さいたま,収縮期血圧,心血管,312122,49553,0.15876163807741844,176486,31096,0.17619527894563874,135636,18457,0.13607744256687015
埼玉県,1105,県央,収縮期血圧,心血管,132225,25010,0.18914728682170542,72221,14641,0.20272496919178631,60004,10369,0.17280514632357843
埼玉県,1106,川越比企,収縮期血圧,心血管,187608,38029,0.20270457549784657,103555,22468,0.21696682922118682,84053,15561,0.18513318977311935
埼玉県,1107,西部,収縮期血圧,心血管,183992,34571,0.18789403887125528,100926,20634,0.20444682242435053,83066,13937,0.16778224544338238
埼玉県,1108,利根,収縮期血圧,心血管,148461,31897,0.2148510383198281,81757,18404,0.22510610712232593,66704,13493,0.2022817222355481
埼玉県,1109,北部,収縮期血圧,心血管,116132,24431,0.21037267936486068,64165,14702,0.22912802929946233,51967,9729,0.18721496334212095
埼玉県,1110,秩父,収縮期血圧,心血管,20890,5253,0.2514600287218765,11387,3039,0.2668832879599543,9503,2214,0.23297905924444912
大分県,4401,東部,収縮期血圧,心血管,44766,8383,0.187262654693294,22883,4674,0.20425643490801032,21883,3709,0.1694922999588722
大分県,4403,中部,収縮期血圧,心血管,132529,24109,0.18191490164416846,71353,14319,0.20067831766008437,61176,9790,0.16003007715443965
